alpha_2,region,,flag,大洲:,origin name,Let's Go,,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
AR,阿根廷,其他,https://www.fluentpython.com/data/flags/ar/ar.gif,南美,AR,0,0,0,0,0,0,0,40754388,81508776,122263164,163017552,203771940,244526328,326035104,407543880,529807044,652070208,733578984,815087760,937350924,1018859700,1181877252,1304140416,1467157968,1630175520,1833947460,2037719400,2200736952,2404508892,2608280832,2893561548,3178842264,3504877368,3790158084,4116193188,4442228292,4809017784,5420333604,5990895036,6520702080,7009754736,7580316168,8354649540,9006719748,9781053120,10433123328,11207456700,12307825176,13448948040,14875351620,16464772752,18502492152,20254930836,21925860744,23882071368,25756773216,28079773332,30321264672,33092563056,35619335112,38431387884,41895510864,45563405784,49149791928,52491651744,55915020336,59419897704,62924775072,66592669992,70423582464,74213740548,77514845976,80652933852,84402337548,88355513184,92430951984,95691303024,99236934780,102904829700,106328198292,109670058108,112685882820,115375672428,117739426932,119980918272,122792971044,126134830860,129272918736,131718182016,134285708460,136934743680,140235849108,142925638716,145982217816,148753516200,151606323360,154459130520,157189674516,159716446572,162243218628,164688481908,167174499576,169864289184,172594833180,175325377176,177689131680,180052886184,182375886300,184739640804,187551693576,190322991960,193379571060,196069360668
NO,挪威,其他,https://www.fluentpython.com/data/flags/no/no.gif,欧洲,NO,0,0,163017552,326035104,407543880,529807044,570561432,692824596,896596536,1018859700,1100368476,1222631640,1344894804,1467157968,1630175520,1833947460,1996965012,2241491340,2445263280,2649035220,2975070324,3504877368,3790158084,4156947576,4523737068,5012789724,5298070440,5583351156,5787123096,6153912588,6765228408,7254281064,7784088108,8273140764,8721439032,9332754852,9944070672,11003684760,11859526908,12796877832,13774983144,14916106008,17076088572,18298720212,19276825524,20254930836,21314544924,22700194116,24208106472,25756773216,27427703124,29220896196,30932580492,32440492848,34396703472,36189896544,37983089616,39654019524,42180791580,44381528532,47275090080,50453932344,53469757056,56526336156,59216125764,62313459252,66388898052,69608494704,72216775536,75517880964,78778232004,82405372536,85461951636,88763057064,91982653716,95650548636,98951654064,103027092864,106450461456,109751566884,112441356492,115212654876,117820935708,120225444600,122711462268,125238234324,128335567812,131840445180,134774761116,137953603380,140684147376,143740726476,146389761696,149242568856,152136130404,155151955116,158086271052,160939078212,163302832716,165340552116,167785815396,170231078676,172717096344,174836324520,177200079024,179115535260,180990237108,182824184568,184861903968,187347921636,189589412976,191627132376,193868623716
PE,秘鲁,其他,https://www.fluentpython.com/data/flags/pe/pe.gif,南美,PE,0,0,0,0,0,0,0,40754388,81508776,122263164,203771940,285280716,326035104,366789492,407543880,489052656,570561432,652070208,774333372,855842148,937350924,1059614088,1181877252,1304140416,1426403580,1589421132,1752438684,1915456236,2037719400,2200736952,2404508892,2608280832,2852807160,3056579100,3301105428,3504877368,3790158084,4197701964,4605245844,5012789724,5379579216,5787123096,6398438916,6887491572,7335789840,7784088108,8313895152,9169737300,10025579448,11044439148,12063298848,13530456816,14916106008,16138737648,17646650004,19113807972,20580965940,22129632684,24248860860,26490352200,28935615480,32073703356,35171036844,38186861556,41161931880,44177756592,47845651512,51350528880,54773897472,58808581884,62598739968,66062862948,69282459600,73031863296,76659003828,80245389972,83464986624,86929109604,90352478196,93490566072,96547145172,99440706720,101967478776,104331233280,106613479008,109221759840,111870795060,114601339056,116965093560,119206584900,121407321852,124341637788,126909164232,130658567928,133796655804,136975498068,140276603496,143536954536,146430516084,149242568856,152462165508,156007797264,160083236064,163669622208,166848464472,170149569900,173572938492,176629517592,180297412512,183843044268,186818114592,190200728796,193216553508
MY,马来西亚,其他,https://www.fluentpython.com/data/flags/my/my.gif,亚洲,MY,0,0,40754388,81508776,122263164,163017552,203771940,407543880,692824596,896596536,1141122864,1507912356,1915456236,2200736952,2404508892,2893561548,3545631756,4238456352,4931280948,5501842380,5950140648,6683719632,7458053004,8395403928,9414263628,10718404044,11574246192,12348579564,13000649772,13652719980,14956860396,16546281528,18054193884,19154562360,20254930836,21355299312,22863211668,25186211784,27020159244,28731843540,30321264672,31910685804,34396703472,36556686036,38390633496,39817037076,41528721372,44218510980,46745283036,50168651628,52450897356,56159546664,59093862600,61416862716,63821371608,66307389276,68263599900,70138301748,72868845744,75273354636,77637109140,80938214568,83138951520,85217425308,87051372768,88926074616,91615864224,94020373116,95895074964,98299583856,100581829584,102782566536,104942549100,107673093096,109792321272,111789286284,113500970580,115742461920,117902444484,120184690212,121977883284,123689567580,125278988712,126786901068,128335567812,130169515272,131758936404,133429866312,135060041832,137097761232,139543024512,142640358000,144841094952,147653147724,150016902228,152625183060,155681762160,158697586872,161102095764,163547359044,166033376712,168071096112,172146534912,175406885952,178300447500,180501184452,182946447732,184902658356,186655097040,188489044500,189996956856,191423360436,192849764016
CL,智利,其他,https://www.fluentpython.com/data/flags/cl/cl.gif,南美,CL,0,0,0,40754388,40754388,81508776,81508776,163017552,285280716,407543880,570561432,692824596,815087760,937350924,1059614088,1263386028,1426403580,1548666744,1752438684,1915456236,2119228176,2363754504,2608280832,2812052772,3097333488,3423368592,3790158084,4075438800,4319965128,4605245844,5094298500,5787123096,6520702080,7335789840,7906351272,8476912704,9128982912,10025579448,10799912820,11574246192,12226316400,12919140996,13815737532,14753088456,15690439380,16464772752,17524386840,18950790420,20580965940,23148492384,25634510052,28324299660,31177106820,33255580608,35619335112,37779317676,40183826568,42547581072,45644914560,48456967332,51472792044,55548230844,59542160868,63373073340,66388898052,69567740316,73154126460,76659003828,80082372420,83750267340,87662688588,91167565956,94305653832,98218075080,101926724388,105553864920,108243654528,111014952912,113745496908,116598304068,119328848064,121774111344,123771076356,125645778204,127601988828,130047252108,132492515388,134937778668,136812480516,139216989408,141132445644,143414691372,145493165160,147816165276,150139165392,152543674284,154948183176,157230428904,159268148304,161265113316,163506604656,165992622324,168234113664,170638622556,173002377060,175080850848,177403850964,179441570364,181805324868,184576623252,186695851428,189630167364,191749395540
LT,立陶宛,其他,https://www.fluentpython.com/data/flags/lt/lt.gif,欧洲,LT,0,0,40754388,122263164,203771940,244526328,366789492,570561432,733578984,1059614088,1181877252,1222631640,1304140416,1467157968,1630175520,2037719400,2159982564,2323000116,2567526444,2893561548,2975070324,3341859816,3586386144,3667894920,3790158084,3993930024,4156947576,4401473904,4564491456,4972035336,5379579216,5868631872,6805982796,7498807392,7947105660,8721439032,9251246076,9984825060,10881421596,11574246192,12226316400,13000649772,14101018248,14916106008,16097983260,17320614900,18217211436,19480597464,20743983492,22333404624,23800562592,25512246888,26857141692,28609580376,30321264672,32277475296,34355949084,36475177260,38675914212,40509861672,42669844236,44707563636,47071318140,50046388464,52043353476,54977669412,58564055556,62191196088,65288529576,68752652556,71809231656,75028828308,78370688124,81631039164,84728372652,87744197364,90556250136,94509425772,97892039976,101967478776,105431601756,108651198408,111218724852,113623233744,115823970696,118636023468,122059392060,125686532592,128865374856,132411006612,135508340100,139257743796,141825270240,145004112504,147530884560,150057656616,152747446224,155314972668,157882499112,160042481676,162365481792,165259043340,168030341724,171942762972,174632552580,176466500040,178341201888,180175149348,182294377524,184087570596,185840009280,188040746232,190037711244
RO,罗马尼亚,其他,https://www.fluentpython.com/data/flags/ro/ro.gif,欧洲,RO,0,0,203771940,366789492,489052656,611315820,774333372,978105312,1263386028,1507912356,1793193072,2078473788,2323000116,2567526444,2771298384,3097333488,3504877368,3912421248,4279210740,4605245844,4890526560,5542596768,6031649424,6398438916,6765228408,7172772288,7580316168,8028614436,8436158316,8925210972,9455018016,10066333836,10636895268,11329719864,11981790072,12470842728,13041404160,13897246308,14793842844,15568176216,16301755200,17198351736,18257965824,19195316748,20173422060,21070018596,21925860744,22985474832,23922825756,24982439844,26164317096,27712983840,29220896196,30647299776,32236720908,33826142040,35374808784,37086493080,39164966868,40876651164,42995879340,45318879456,47682633960,50209406016,52369388580,54773897472,57585950244,60316494240,62639494356,65981354172,69078687660,71727722880,74050722996,77066547708,80123126808,83098197132,85910249904,89170600944,92593969536,96343373232,99277689168,102538040208,105390847368,107754601872,110199865152,113011917924,116150005800,119777146332,122833725432,126338602800,129639708228,133715147028,136853234904,140072831556,143210919432,145859954652,148794270588,151850849688,154336867356,156659867472,159105130752,161998692300,164851499460,168234113664,171005412048,173369166552,175447640340,177607622904,179889868632,182620412628,184861903968,187184904084,189467149812
VE,委内瑞拉,其他,https://www.fluentpython.com/data/flags/ve/ve.gif,南美,VE,0,0,0,40754388,40754388,81508776,81508776,122263164,203771940,244526328,326035104,366789492,407543880,489052656,529807044,611315820,692824596,815087760,896596536,978105312,1059614088,1141122864,1263386028,1344894804,1426403580,1548666744,1670929908,1793193072,1874701848,1996965012,2159982564,2323000116,2567526444,2730543996,2934315936,3138087876,3382614204,3749403696,4075438800,4360719516,4605245844,4972035336,5420333604,5827877484,6357684528,6805982796,7376544228,8028614436,8680684644,9495772404,10433123328,11615000580,12633860280,13856491920,15323649888,16831562244,18584000928,20051158896,22129632684,23841316980,25593755664,28079773332,30362019060,32440492848,34763492964,37371773796,40998914328,44422282920,47845651512,51758072760,55833511560,58930845048,61946669760,65492301516,68589635004,71809231656,74743547592,78492951288,82079337432,85624969188,88763057064,92023408104,94957724040,97321478544,99889004988,102538040208,105309338592,108080636976,110770426584,113297198640,115864725084,118799041020,121529585016,124789936056,127724251992,130943848644,134041182132,137260778784,140195094720,142518094836,145411656384,148549744260,151891604076,155722516548,159064376364,162487744956,165992622324,169375236528,172757850732,176792535144,180582693228,184006061820,187551693576
KZ,哈萨克斯坦,其他,https://www.fluentpython.com/data/flags/kz/kz.gif,亚洲,KZ,0,0,81508776,122263164,163017552,203771940,244526328,326035104,448298268,529807044,652070208,774333372,896596536,1018859700,1141122864,1304140416,1548666744,1793193072,2119228176,2404508892,2689789608,3178842264,3504877368,3953175636,4319965128,4809017784,5216561664,5624105544,6031649424,6520702080,7172772288,7865596884,8721439032,9740298732,10555386492,11329719864,12144807624,13285930488,14304790188,15201386724,16261000812,17239106124,18747018480,20010404508,21314544924,22496422176,23393018712,24819422292,26001299544,27386948736,28976369868,30769562940,32562756012,34152177144,35904615828,37820072064,39694773912,41528721372,43770212712,45930195276,48171686616,50942985000,53592020220,55996529112,58441792392,60846301284,64065897936,67244740200,70097547360,73480161564,75966179232,78289179348,80489916300,83342723460,86317793784,89089092168,91778881776,95243004756,98584864572,102660303372,106654233396,110281373928,112685882820,114968128548,117128111112,119614128780,122303918388,125115971160,128050287096,130658567928,133470620700,136934743680,139869059616,143292428208,145941463428,148549744260,151402551420,154051586640,156619113084,158860604424,161387376480,163751130984,166685446920,169456745304,172146534912,174306517476,175977447384,177526114128,179156289648,180827219556,182620412628,184046816208,185636237340
IT,意大利,其他,https://www.fluentpython.com/data/flags/it/it.gif,欧洲,IT,0,0,81508776,203771940,366789492,489052656,611315820,774333372,896596536,1018859700,1222631640,1385649192,1548666744,1711684296,1874701848,2078473788,2282245728,2526772056,2771298384,2975070324,3178842264,3504877368,3790158084,4034684412,4279210740,4564491456,4809017784,5094298500,5379579216,5664859932,6072403812,6479947692,6928245960,7335789840,7784088108,8191631988,8680684644,9373509240,9944070672,10514632104,11044439148,11655754968,12389333952,13163667324,13938000696,14753088456,15527421828,16464772752,17239106124,18176457048,19113807972,20295685224,21314544924,22374159012,23556036264,24819422292,26205071484,27631475064,29343159360,30769562940,32562756012,34681984188,36760457976,38798177376,40835896776,43158896892,46011704052,48742248048,51309774492,54529371144,57300669528,60031213524,62231950476,65044003248,67733792856,70342073688,72909600132,76006933620,78941249556,82568390088,85787986740,89089092168,91493601060,93775846788,96017338128,98625618960,101233899792,104208970116,106817250948,109833075660,112645128432,115823970696,118595269080,122059392060,125197479936,128702357304,132777796104,136730971740,140113585944,143088656268,146349007308,149772375900,152991972552,156293077980,159308902692,161998692300,164688481908,167052236412,169782780408,172920868284,175814429832,178381956276,181071745884
BE,比利时,其他,https://www.fluentpython.com/data/flags/be/be.gif,欧洲,BE,0,0,203771940,407543880,570561432,855842148,1141122864,1426403580,1793193072,2078473788,2323000116,2608280832,2852807160,3138087876,3464122980,3830912472,4319965128,4605245844,5012789724,5338824828,5664859932,6194666976,6602210856,6969000348,7295035452,7702579332,8150877600,8558421480,8843702196,9292000464,9944070672,10433123328,10962930372,11574246192,12267070788,12878386608,13530456816,14223281412,15038369172,15853456932,16505527140,17279860512,18584000928,19643615016,20417948388,21233036148,22048123908,23270755548,24411878412,25512246888,26612615364,28161282108,29302404972,30688054164,32114457744,33377843772,34681984188,36149142156,37820072064,39246475644,41080423104,42955124952,45115107516,47030563752,48783002436,51024493776,54081072876,56974634424,59175371376,62068932924,64636459368,67489266528,69567740316,72542810640,75232600248,77840881080,80408407524,83342723460,85910249904,89170600944,91860390552,94346408220,96343373232,98503355796,100663338360,102986338476,105594619308,108569689632,111259479240,114193795176,116965093560,120143935824,122792971044,125931058920,129069146796,132084971508,136160410308,139665287676,142640358000,145656182712,148508989872,151687832136,154825920012,157597218396,160531534332,163139815164,165381306504,167663552232,170190324288,173124640224,175773675444,178137429948,180745710780
